Hawaii, https://headway.co/search/hawaii?currentPage=1&lat=20.956333236961576&lon=-157.44306571707895&lowerLat=17.666478164497807&lowerLon=-160.73292078954273&state=hawaii&upperLat=24.246188309425346&upperLon=-154.15321064461517&zoom=7
Idaho, https://headway.co/search/idaho?currentPage=1&lat=45.28901724831111&lon=-114.20334249190896&lowerLat=38.70930710338357&lowerLon=-120.78305263683649&state=idaho&upperLat=51.86872739323865&upperLon=-107.62363234698142&zoom=6
Illinois, https://headway.co/search/illinois?currentPage=1&lat=40.754882464567594&lon=-89.4438927524668&lowerLat=34.175172319640055&lowerLon=-96.02360289739433&state=illinois&upperLat=47.33459260949513&upperLon=-82.86418260753926&zoom=6
Indiana, https://headway.co/search/indiana?currentPage=1&lat=39.85487802459021&lon=-85.7799926641373&lowerLat=36.56502295212644&lowerLon=-89.06984773660106&state=indiana&upperLat=43.14473309705397&upperLon=-82.49013759167353&zoom=7
Iowa, https://headway.co/search/iowa?currentPage=1&lat=42.22596058628569&lon=-93.43292929838047&lowerLat=38.93610551382192&lowerLon=-96.72278437084424&state=iowa&upperLat=45.51581565874945&upperLon=-90.1430742259167&zoom=7
Kansas, https://headway.co/search/kansas?currentPage=1&lat=38.821196289796745&lon=-97.79253719440702&lowerLat=32.24148614486921&lowerLon=-104.37224733933455&state=kansas&upperLat=45.400906434724284&upperLon=-91.21282704947949&zoom=6
Kentucky, https://headway.co/search/kentucky?currentPage=1&lat=37.921827319485146&lon=-85.94767569258855&lowerLat=34.63197224702138&lowerLon=-89.23753076505231&state=kentucky&upperLat=41.21168239194891&upperLon=-82.65782062012478&zoom=7
Louisiana, https://headway.co/search/louisiana?currentPage=1&lat=31.10208433585212&lon=-91.63495248214281&lowerLat=27.81222926338835&lowerLon=-94.92480755460657&state=louisiana&upperLat=34.391939408315885&upperLon=-88.34509740967904&zoom=7
Maine, https://headway.co/search/maine?currentPage=1&lat=45.52491461774754&lon=-69.07466780529803&lowerLat=42.235059545283775&lowerLon=-72.3645228777618&state=maine&upperLat=48.81476969021131&upperLon=-65.78481273283427&zoom=7
Maryland, https://headway.co/search/maryland?currentPage=1&lat=39.276018634958945&lon=-76.84396677244243&lowerLat=38.87022153350967&lowerLon=-77.24976387389171&state=maryland&upperLat=39.68181573640822&upperLon=-76.43816967099315&zoom=10
Massachusetts, https://headway.co/search/massachusetts?currentPage=1&lat=42.16048532755572&lon=-71.70392071812829&lowerLat=40.52280416813543&lowerLon=-73.34160187754858&state=massachusetts&upperLat=43.79816648697601&upperLon=-70.06623955870799&zoom=8
Michigan, https://headway.co/search/michigan?currentPage=1&lat=43.50680134484774&lon=-84.57205895855661&lowerLat=40.21694627238397&lowerLon=-87.86191403102038&state=michigan&upperLat=46.7966564173115&upperLon=-81.28220388609284&zoom=7
Minnesota, https://headway.co/search/minnesota?currentPage=1&lat=46.42666232016616&lon=-93.70278993884264&lowerLat=39.84695217523862&lowerLon=-100.28250008377017&state=minnesota&upperLat=53.0063724650937&upperLon=-87.12307979391511&zoom=6
Mississippi, https://headway.co/search/mississippi?currentPage=1&lat=32.73054559522935&lon=-89.4182389248108&lowerLat=26.150835450301816&lowerLon=-95.99794906973833&state=mississippi&upperLat=39.31025574015689&upperLon=-82.83852877988326&zoom=6
Missouri, https://headway.co/search/missouri?currentPage=1&lat=38.700750572173085&lon=-92.52219406676271&lowerLat=32.121040427245546&lowerLon=-99.10190421169024&state=missouri&upperLat=45.280460717100624&upperLon=-85.94248392183518&zoom=6
Monatana, https://headway.co/search/montana?currentPage=1&lat=46.97599187339683&lon=-109.99260071064927&lowerLat=40.39628172846929&lowerLon=-116.5723108555768&state=montana&upperLat=53.55570201832437&upperLon=-103.41289056572174&zoom=6
Nebraska, https://headway.co/search/nebraska?currentPage=1&lat=41.96477773140511&lon=-99.46092703742778&lowerLat=35.38506758647757&lowerLon=-106.04063718235531&state=nebraska&upperLat=48.544487876332646&upperLon=-92.88121689250025&zoom=6
Nevada, Nhttps://headway.co/search/nevada?currentPage=1&lat=38.609418395089094&lon=-116.48968422559915&lowerLat=32.029708250161555&lowerLon=-123.06939437052668&state=nevada&upperLat=45.18912854001663&upperLon=-109.90997408067162&zoom=6
New Hampshire, https://headway.co/search/new-hampshire?currentPage=1&lat=43.86797276544044&lon=-71.4782259045094&lowerLat=40.578117692976676&lowerLon=-74.76808097697317&state=new-hampshire&upperLat=47.15782783790421&upperLon=-68.18837083204563&zoom=7
New Jersey, https://headway.co/search/new-jersey?currentPage=1&lat=40.29751702879704&lon=-74.82329169066347&lowerLat=38.65983586937675&lowerLon=-76.46097285008376&state=new-jersey&upperLat=41.93519818821733&upperLon=-73.18561053124317&zoom=8
New Mexico, https://headway.co/search/new-mexico?currentPage=1&lat=34.65909363372502&lon=-105.85698951068159&lowerLat=28.079383488797486&lowerLon=-112.43669965560912&state=new-mexico&upperLat=41.23880377865256&upperLon=-99.27727936575405&zoom=6
New York, https://headway.co/search/new-york?currentPage=1&lat=40.8040381269884&lon=-73.7433127100019&lowerLat=40.39824102553913&lowerLon=-74.14910981145118&state=new-york&upperLat=41.209835228437676&upperLon=-73.33751560855262&zoom=10
North California, https://headway.co/search/north-carolina?currentPage=1&lat=35.9996099&lon=-80.0537091&lowerLat=29.419899755072468&lowerLon=-86.63341924492754&state=north-carolina&upperLat=42.57932004492754&upperLon=-73.47399895507247&zoom=7
North Dakota, https://headway.co/search/north-dakota?currentPage=1&lat=47.52147066847639&lon=-100.41922250829516&lowerLat=44.231615596012624&lowerLon=-103.70907758075893&state=north-dakota&upperLat=50.811325740940156&upperLon=-97.1293674358314&zoom=7
Ohio, https://headway.co/search/ohio?currentPage=1&lat=39.89663855757518&lon=-82.3388504042854&lowerLat=36.606783485111414&lowerLon=-85.62870547674916&state=ohio&upperLat=43.186493630038946&upperLon=-79.04899533182163&zoom=7
Oklahoma, https://headway.co/search/oklahoma?currentPage=1&lat=35.41884184831251&lon=-97.51280062101873&lowerLat=28.839131703384975&lowerLon=-104.09251076594626&state=oklahoma&upperLat=41.99855199324005&upperLon=-90.9330904760912&zoom=6
Pennsylvania, https://headway.co/search/pennsylvania?currentPage=1&lat=40.85462268348902&lon=-77.55640278497238&lowerLat=37.56476761102525&lowerLon=-80.84625785743614&state=pennsylvania&upperLat=44.144477755952785&upperLon=-74.26654771250861&zoom=7
Rhode Island, https://headway.co/search/rhode-island?currentPage=1&lat=41.70069836633668&lon=-71.49506261029204&lowerLat=40.889104163438134&lowerLon=-72.30665681319059&state=rhode-island&upperLat=42.51229256923523&upperLon=-70.68346840739349&zoom=9
South California, https://headway.co/search/south-carolina?currentPage=1&lat=33.73417754334598&lon=-80.78835938319348&lowerLat=30.44432247088221&lowerLon=-84.07821445565725&state=south-carolina&upperLat=37.024032615809745&upperLon=-77.49850431072971&zoom=7
South Dakota, https://headway.co/search/south-dakota?currentPage=1&lat=44.458561869914114&lon=-100.29289611830599&lowerLat=41.16870679745035&lowerLon=-103.58275119076976&state=south-dakota&upperLat=47.74841694237788&upperLon=-97.00304104584222&zoom=7
Tennessee, https://headway.co/search/tennessee?currentPage=1&lat=35.86472428627301&lon=-86.1312699165524&lowerLat=29.285014141345474&lowerLon=-92.71098006147993&state=tennessee&upperLat=42.44443443120055&upperLon=-79.55155977162487&zoom=6
Texas, https://headway.co/search/texas?currentPage=1&lat=31.779393132767904&lon=-98.98296091255199&lowerLat=28.489538060304135&lowerLon=-102.27281598501575&state=texas&upperLat=35.06924820523167&upperLon=-95.69310584008822&zoom=7
Utah, https://headway.co/search/utah?currentPage=1&lat=39.72942259812471&lon=-111.15218187375585&lowerLat=33.14971245319717&lowerLon=-117.73189201868338&state=utah&upperLat=46.309132743052245&upperLon=-104.57247172882832&zoom=6
Vermont, https://headway.co/search/vermont?currentPage=1&lat=44.07701116345262&lon=-72.50402902082789&lowerLat=40.78715609098885&lowerLon=-75.79388409329165&state=vermont&upperLat=47.36686623591638&upperLon=-69.21417394836412&zoom=7
Virginia, https://headway.co/search/virginia?currentPage=1&lat=37.216194727266284&lon=-78.43013946720237&lowerLat=30.63648458233875&lowerLon=-85.0098496121299&state=virginia&upperLat=43.79590487219382&upperLon=-71.85042932227483&zoom=6
Washington, https://headway.co/search/washington?currentPage=1&lat=48.0732433643754&lon=-120.44100155881661&lowerLat=41.49353321944786&lowerLon=-127.02071170374414&state=washington&upperLat=54.65295350930294&upperLon=-113.86129141388908&zoom=6
West Virginia, https://headway.co/search/west-virginia?currentPage=1&lat=38.88403331532357&lon=-80.2958330616586&lowerLat=35.594178242859805&lowerLon=-83.58568813412236&state=west-virginia&upperLat=42.173888387787336&upperLon=-77.00597798919483&zoom=7
Wisconsin, https://headway.co/search/wisconsin?currentPage=1&lat=44.4056351182343&lon=-89.65402033418742&lowerLat=41.115780045770535&lowerLon=-92.94387540665119&state=wisconsin&upperLat=47.69549019069807&upperLon=-86.36416526172366&zoom=7
Wyoming, https://headway.co/search/wyoming?currentPage=1&lat=43.05200850173624&lon=-107.70053567155345&lowerLat=39.76215342927247&lowerLon=-110.99039074401722&state=wyoming&upperLat=46.341863574200005&upperLon=-104.41068059908969&zoom=7
